app_name,model,test_name,evaluator,overall_score,scenario_code_alignment_score,code_structure_score,selector_quality_score,best_practices_score,is_well_aligned,alignment_percentage,total_scenario_steps,implemented_steps,missing_steps,incorrect_steps,selector_types_used,robustness_score,selector_specific_issues,selector_recommendations,async_usage,organization,best_practices_followed,best_practices_missing,strengths,weaknesses,main_alignment_issues
ToDo,deepseek,text_trimming_validation,deepseek,4.0,4,5.0,5.0,4.0,True,85,4,3,"[""Verify the saved item text content is exactly 'Trim me' (trimmed)""]",[],"['role', 'text']",5.0,[],['Consider using data-testid if available for even more robust selectors'],excellent,excellent,"['Proper async/await usage', 'Element visibility check before interaction', 'Correct URL navigation', 'Proper role-based selectors']",['Missing explicit text content verification'],"['Excellent use of role-based selectors for robust element targeting', 'Proper async/await usage and clean code organization', 'Includes visibility check before interacting with the input field', 'Correct URL navigation and proper element interaction sequence']","['Missing explicit text content verification - only checks visibility, not the actual trimmed text', 'Relies on visibility assertion which may pass even if text is not properly trimmed', 'No verification that leading/trailing spaces were actually removed from the saved item']","[""The test verifies visibility but doesn't explicitly validate that the text was trimmed from '   Trim me   ' to 'Trim me'""]"
ToDo,deepseek,text_trimming_validation,openai,4.5,5,4.0,5.0,4.0,True,100,4,4,[],[],"['role', 'text']",5.0,[],[],excellent,good,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items']",['Proper wait strategies for state changes'],"['The test scenario is fully implemented in the code.', 'The code uses robust selectors (role and text).', 'The code follows good async/await practices.']","['The code structure could be improved by separating the test steps into individual functions.', 'The code does not implement a wait strategy for state changes.']",[]
ToDo,deepseek,active_filter_functionality,deepseek,4.2,5,4.0,4.0,4.0,True,100,8,8,[],[],"['role', 'css']",4.0,['CSS class selector used for todo count (.todo-list li) could be more robust'],"[""Use getByRole('listitem') for todo items instead of CSS selector"", 'Consider adding data-testid attributes if possible for maximum robustness']",excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'Correct URL navigation', 'Step-by-step organization']","['Could use more specific assertions for todo content', 'Missing wait strategies for state changes after filter click']","['Perfect scenario implementation with all steps in correct order', 'Excellent use of role-based selectors for main interactions', 'Proper async/await usage throughout the test', 'Good element visibility checks before interactions', 'Clear step-by-step organization']","['CSS class selector used for final assertion is less robust than role-based alternatives', 'Missing verification of actual todo content in the final assertion', 'No wait strategy after filter click to ensure DOM updates', 'Could benefit from more descriptive variable names']",['None - all scenario steps are perfectly implemented']
ToDo,deepseek,active_filter_functionality,openai,4.5,5,4.5,4.5,4.5,True,100,8,8,[],[],['role'],4.0,[],['Consider using data-testid selectors for more robustness'],excellent,excellent,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items', 'Correct handling of dynamic content']",['None'],"['Excellent scenario-code alignment', 'Good use of async/await', 'Proper use of assertions']",['Could improve selector robustness by using data-testid selectors'],[]
ToDo,deepseek,completed_filter_functionality,deepseek,4.2,5,4.0,4.0,4.0,True,100,6,6,[],[],"['role', 'css']",4.0,"[""Uses CSS class selector '.todo-list li' which could be fragile if UI changes""]","[""Replace CSS class selector with role-based selector like getByRole('listitem')"", 'Consider adding data-testid attributes to the application for more robust testing']",excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'URL verification', 'Proper assertions for count and text content']","['No explicit waits for state transitions', 'Could use more specific assertions for completed state']","['Perfect scenario implementation with all steps in correct order', 'Excellent use of role-based selectors for most elements', 'Proper async/await usage throughout the test', 'Comprehensive assertions including count verification and text content validation', 'Good URL verification after filter selection']","['Uses fragile CSS class selector for todo items instead of role-based selector', 'Repeated visibility/enabled checks for the same input field could be optimized', 'No explicit verification that the marked todos are actually in completed state visually', ""Test name in code doesn't match the specified test name 'completed_filter_functionality'""]",['Test name mismatch between specification and implementation']
ToDo,deepseek,completed_filter_functionality,openai,4.5,5,4.5,4.5,4.0,True,100,5,5,[],[],['role'],4.5,[],['Consider using data-testid selectors for more robustness'],excellent,good,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items', 'Correct handling of dynamic content']",['Proper wait strategies for state changes'],"['Excellent alignment with the scenario', 'Good use of async/await', 'Robust selectors used']","['Lack of wait strategies for state changes', 'Could improve code organization']",[]
ToDo,deepseek,single_item_creation_without_enter,deepseek,3.2,3,4.0,4.0,4.0,False,60,4,3,['Verify item is added to todo list without pressing Enter'],"[""Uses Enter key press when scenario specifies 'without enter'""]","['role', 'text']",4.0,['Text selector for todo item could be fragile if multiple items have same text'],"[""Use getByRole('listitem') with text filtering for todo items"", 'Consider adding data-testid attributes to the application for more robust testing']",excellent,good,"['Proper async/await usage', 'URL navigation', 'Element visibility checks', 'Proper assertions']","['Missing wait for state changes after item creation', 'Could use more specific assertions for todo item properties']","['Excellent use of role-based selectors for input field', 'Proper async/await implementation throughout', 'Good element visibility and enabled state verification before interaction', 'Correct URL navigation and verification']","[""Critical misalignment: Scenario specifies 'without enter' but code uses Enter key press"", 'Missing verification that item was actually added to the todo list (only checks visibility)', 'Text-based selector for todo item could be fragile in real applications', 'No verification of todo list state or item count']","[""Scenario specifies adding item 'without enter' but code uses Enter key press"", 'Missing verification that item was properly added to the todo list collection']"
ToDo,deepseek,single_item_creation_without_enter,openai,4.3,4,5.0,4.0,4.0,True,80,5,5,[],[],"['role', 'text']",4.0,[],['Consider using data-testid selectors for more robustness'],excellent,excellent,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items']",['Wait strategies for state changes'],"['Code is well structured and organized', 'All scenario steps are covered', 'Excellent async/await usage']","['No wait strategies for state changes', 'Could use more robust selectors like data-testid']",['No wait strategies for state changes']
ToDo,deepseek,single_todo_clear_completed,deepseek,4.2,5,4.0,4.0,4.0,True,100,5,5,[],[],"['role', 'css']",4.0,['Uses fragile CSS class selector (.todo-list li) for final assertion'],"[""Replace CSS class selector with role-based selector like getByRole('listitem')"", 'Consider using data-testid if available in the application']",excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'URL navigation', 'State verification assertions']","['No explicit wait for state changes after actions', 'Could benefit from test data setup/teardown']","['Perfect scenario implementation with all steps in correct order', 'Excellent use of role-based selectors for most elements', 'Proper element visibility and enabled state verification before interactions', 'Clear and logical test flow matching the scenario exactly']","['Uses fragile CSS class selector for final todo list verification', 'No explicit waits for state transitions after checkbox check and clear completed actions', ""Test name in code doesn't match the provided test name 'single_todo_clear_completed'"", 'Could benefit from more descriptive variable names']",['None - code perfectly implements the described scenario']
ToDo,deepseek,single_todo_clear_completed,openai,4.5,5,4.5,4.5,4.5,True,100,5,5,[],[],['role'],4.5,[],['Consider using data-testid selectors for more robustness'],excellent,excellent,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items', 'Correct handling of dynamic content']",['None'],"['Excellent scenario-code alignment', 'Good use of async/await', 'Good use of role selectors']",['Could use data-testid selectors for more robustness'],[]
ToDo,deepseek,single_item_creation,deepseek,4.2,5,4.0,4.0,4.0,True,100,4,4,[],[],['role'],4.0,['No data-testid selectors used'],"['Consider adding data-testid attributes for maximum robustness', 'Verify the exact role and name attributes match the actual application']",excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'URL navigation to correct endpoint', 'Appropriate assertions for todo items']","['Could add more specific waiting strategies', 'Missing page load verification after navigation']","['Perfect scenario-code alignment with all steps implemented in correct order', 'Excellent use of role-based selectors for accessibility and robustness', 'Proper async/await usage throughout the test', 'Comprehensive element verification before interaction', 'Clear and logical test flow from navigation to assertion']","['No data-testid selectors used which would provide maximum test robustness', 'Missing explicit page load verification after navigation', 'Could benefit from more specific waiting strategies for dynamic content', 'URL pattern matching (/.+/) might be too permissive']",[]
ToDo,deepseek,single_item_creation,openai,4.5,5,4.0,5.0,4.0,True,100,5,5,[],[],['role'],5.0,[],[],excellent,good,"['Proper URL navigation', 'Element visibility checks', 'Proper async/await usage', 'Appropriate assertions']",['Proper wait strategies for state changes'],"['Excellent scenario-code alignment', 'Robust selector usage', 'Good async/await usage']",['Missing wait strategies for state changes'],[]
ToDo,deepseek,second_item_completion_style,deepseek,4.2,5,4.0,4.0,4.0,True,100,5,5,[],[],"['role', 'css']",4.0,"['Mixed selector strategies - role selectors for some elements but CSS classes for others', ""CSS class selector '.todo-list li' could be fragile if UI changes""]","['Use consistent role-based selectors throughout', ""Consider using getByRole('listitem') for todo items instead of CSS classes"", 'If available, use data-testid selectors for maximum robustness']",excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'URL navigation to correct endpoint', 'Appropriate assertions for state verification']","['Could benefit from more specific assertions for style changes', 'No explicit waiting for state transitions after checkbox interaction']","['Perfect scenario implementation - all steps from the scenario are correctly implemented in the right order', 'Excellent use of role-based selectors for the input field and checkbox elements', 'Proper async/await usage throughout the test', 'Good element visibility verification before interactions', 'Correct URL navigation and verification']","['Inconsistent selector strategy - mixing robust role selectors with fragile CSS class selectors', ""Style verification could be more specific - only checks for 'completed' class instead of actual style properties"", 'No explicit waiting strategy after checkbox interaction before verifying state change', 'Could benefit from more descriptive variable names for better readability']",['None - the code perfectly implements all scenario steps in the correct order']
ToDo,deepseek,second_item_completion_style,openai,4.5,5,5.0,4.0,4.0,True,100,4,4,[],[],"['role', 'css']",4.0,['CSS selector used for finding todo item'],['Use data-testid or role selectors instead of CSS selectors for better robustness'],excellent,excellent,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items']",['Wait strategies for state changes'],"['Scenario steps are fully covered', 'Code structure is excellent with proper async/await usage', 'Best practices are mostly followed']","['CSS selector used for finding todo item', 'Wait strategies for state changes are missing']",[]
ToDo,openai,clear_completed_functionality,deepseek,4.0,5,4.0,4.0,4.0,True,100,7,7,[],[],"['role', 'css']",4.0,"['CSS selector for checkboxes could be more robust', 'CSS selector for remaining todos uses fragile class']","[""Use getByRole('checkbox') instead of CSS for checkboxes"", ""Consider using getByRole('listitem') for todo items""]",excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'Proper URL navigation', 'Appropriate assertions']","['Could use more specific assertions for todo content', 'Missing verification of which todos remain']","['Perfect scenario implementation with all steps in correct order', 'Excellent use of role-based selectors for input field and clear button', 'Proper async/await usage and good code organization', 'Includes appropriate visibility checks before interactions']","['CSS selector for checkboxes is less robust than role-based alternatives', 'CSS class selector for remaining todos is fragile and could break with UI changes', 'Missing verification that the correct todo remains (only checks count, not content)', ""Could benefit from more specific assertions about the remaining todo's state""]",[]
ToDo,openai,clear_completed_functionality,openai,4.5,5,4.0,5.0,4.0,True,100,5,5,[],[],"['role', 'css']",5.0,[],[],excellent,good,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items', 'Correct handling of dynamic content']",['Proper wait strategies for state changes'],"['Excellent scenario-code alignment', 'Good use of async/await', 'Robust selector usage']","['Lack of wait strategies for state changes', 'Code could be more organized']",[]
ToDo,openai,empty_input_validation,deepseek,2.0,1,4.0,5.0,3.0,False,33,3,1,"['Verify no new todo item is created', 'Verify the todo list remains unchanged']",['Assertion that todo list is not visible (incorrect - list should be visible but empty/unchanged)'],['role'],5.0,[],['Consider adding data-testid attributes for even more robust selectors'],excellent,good,"['Proper async/await usage', 'URL navigation', 'Element visibility checks before interaction']","['Missing proper assertions for the scenario', 'Incorrect assertion logic']","['Excellent selector quality using role-based selectors', 'Good code structure with proper async/await usage', 'Proper element visibility checks before interaction', 'Correct URL navigation to the todo app']","['Critical scenario misalignment - test verifies wrong condition', 'Missing key assertions to verify no new todo was created', 'Incorrect assertion that todo list should not be visible', ""Does not properly validate the scenario's core requirement""]","['Test asserts todo list is not visible instead of verifying no new items were created', 'Missing validation of list state before and after the action', ""Does not properly implement the scenario's verification steps""]"
ToDo,openai,empty_input_validation,openai,3.5,4,4.0,4.0,3.0,True,100,3,3,[],[],"['role', 'css']",4.0,[],['Use data-testid selectors for more robustness'],excellent,good,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage']","['Appropriate assertions for todo items', 'Correct handling of dynamic content', 'Proper wait strategies for state changes']","['Scenario steps are well implemented', 'Good use of async/await', 'Good use of role selectors']","['Missing assertions for todo items', 'No handling of dynamic content', 'No wait strategies for state changes']",[]
ToDo,openai,unmark_completion_functionality,deepseek,3.5,3,4.0,4.0,4.0,False,83,6,5,['Verify style reverts after unmarking completion'],[],"['role', 'text']",4.0,['Using .first() on checkbox selector could be fragile if DOM order changes'],"[""Use more specific checkbox selectors like getByRole('checkbox', { name: 'Toggle Buy eggs' }) if available"", 'Consider using data-testid if the application provides them', 'Add explicit style verification for the unmark operation']",excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'URL navigation to correct endpoint', 'Proper assertions for visibility and state']","['Missing explicit style verification', 'Could benefit from more specific todo item targeting']","['Excellent use of role-based selectors for better test robustness', 'Proper async/await implementation throughout the test', 'Good element state verification before interactions', 'Correct URL navigation and basic assertions', 'Clear step-by-step implementation matching most scenario requirements']","['Missing explicit style verification after unmarking completion (key scenario requirement)', 'Checkbox selector uses .first() which could be fragile', 'No verification that the todo item appearance actually changes when marked/unmarked', 'Could benefit from more specific todo item identification beyond just text content']","['The test does not verify that the style reverts after unmarking completion, which is a key requirement of the scenario', 'The scenario specifically mentions verifying style changes but the code only checks checkbox state and visibility']"
ToDo,openai,unmark_completion_functionality,openai,4.3,5,4.0,4.0,4.0,True,100,5,5,[],[],"['role', 'text']",4.0,[],"[""Consider using 'data-testid' selectors for more robust tests""]",excellent,good,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items']",['None'],"['Scenario steps are well implemented and in correct order', 'Good use of async/await for handling asynchronous operations', 'Appropriate use of assertions']","[""Could improve selector strategy by using 'data-testid' selectors"", 'Code could be better organized, some redundancy in visibility checks']",[]
ToDo,openai,all_filter_functionality,deepseek,4.0,4,4.0,4.0,4.0,True,95,5,5,[],[],"['role', 'css']",4.0,"[""CSS selector '.todo-list li' is somewhat fragile"", 'Checkbox selector uses nth(0) which could be unstable']","['Use data-testid selectors if available', ""Consider using getByRole('listitem') for todo items"", ""Use more specific checkbox selectors like getByRole('checkbox', { name: 'Toggle Todo: Todo 1' })""]",excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'URL navigation to correct endpoint', 'Proper assertions for element counts']","['No explicit wait for state changes after filter click', 'Could use more specific assertions for todo content']","['All scenario steps are correctly implemented in proper order', 'Excellent use of role-based selectors for main UI elements', 'Proper async/await usage throughout the test', 'Good element visibility checks before interactions', 'Correct URL navigation and verification']","['CSS selector for todo items is somewhat fragile and could break with UI changes', 'Checkbox selection using nth(0) is not the most robust approach', 'No verification that the marked todo is actually completed (styling change)', 'Missing assertion to verify that all todos remain visible after filter change']","['Minor improvement needed in selector robustness', 'Could add verification that completed todo appears as completed']"
ToDo,openai,all_filter_functionality,openai,4.5,5,4.5,4.5,4.5,True,100,5,5,[],[],['role'],4.5,[],['Consider using data-testid selectors for more robustness'],excellent,excellent,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items', 'Correct handling of dynamic content', 'Proper wait strategies for state changes']",[],"['Excellent alignment with the scenario', 'Good use of async/await', 'Good use of role selectors']",['Could use more robust selectors like data-testid'],[]
ToDo,openai,text_trimming_validation,deepseek,4.2,5,4.0,4.0,4.0,True,100,4,4,[],[],"['role', 'css']",4.0,['CSS class selector for todo item could be more robust'],"['Consider using data-testid or role-based selectors for todo items', ""Use getByRole('listitem') for todo items instead of CSS class""]",excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'Proper URL navigation', 'Appropriate assertions']","['Could use more specific wait strategies', 'Missing page load verification']","['Perfect scenario implementation with all steps in correct order', 'Excellent use of role-based selector for input field', 'Proper async/await usage throughout the test', 'Comprehensive assertions for visibility and text content', 'Correct text trimming validation as specified in scenario']","['CSS class selector for todo items is fragile and could break with UI changes', 'Missing explicit page load verification after navigation', 'Test name is overly verbose and duplicates scenario description', 'Could benefit from more specific wait strategies for dynamic content']",[]
ToDo,openai,text_trimming_validation,openai,4.5,5,4.0,5.0,4.0,True,100,3,3,[],[],"['role', 'css']",5.0,[],[],excellent,good,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items']",['Proper wait strategies for state changes'],"['The test scenario is well implemented and all steps are covered', 'The selectors used are robust and reliable', 'The async/await usage is excellent']","['The test code could be better organized', 'The test does not implement proper wait strategies for state changes']",[]
ToDo,openai,active_filter_functionality,deepseek,4.2,5,4.0,4.0,4.0,True,100,6,6,[],[],"['role', 'css']",4.0,['Uses fragile CSS class selector (.todo-list li) for todo items'],"[""Replace CSS class selector with getByRole('listitem') for todo items"", 'Consider adding data-testid attributes for even more robust testing']",excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'URL navigation to correct endpoint', 'Proper assertions for state verification']","['No explicit wait for state changes after filter click', 'Could use more specific assertions for todo content']","['Perfect scenario implementation with all steps in correct order', 'Excellent use of role-based selectors for most elements', 'Proper async/await usage throughout the test', 'Good assertion strategy with visibility checks and count verification']","['Uses fragile CSS class selector for todo items instead of role-based selector', 'No explicit wait for state transition after filter click', 'Hard-coded todo text assertions could be more flexible', 'Could benefit from test data abstraction']",[]
ToDo,openai,active_filter_functionality,openai,4.6,5,4.5,4.5,4.5,True,100,5,5,[],[],['role'],4.5,[],['Consider using data-testid selectors for more robustness.'],excellent,excellent,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items', 'Correct handling of dynamic content']",['None'],"['Excellent scenario-code alignment', 'Good use of async/await and code organization', 'Robust selector strategy using role selectors']","['No use of data-testid selectors', 'No major weaknesses identified']",[]
ToDo,openai,completed_filter_functionality,deepseek,4.2,5,4.0,4.0,4.0,True,100,6,6,[],[],"['role', 'css']",4.0,['CSS class selector used for completed todos (.todo-list li) could be fragile'],"[""Use getByRole('listitem') for todo items instead of CSS class selector"", 'Consider adding data-testid attributes for more robust selectors']",excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'URL navigation to correct endpoint', 'Proper assertions for visibility and count']","['No explicit wait for state changes after filter click', 'Could use more descriptive variable names']","['Perfect scenario implementation with all steps in correct order', 'Excellent use of role-based selectors for main interactions', 'Proper async/await usage throughout the test', 'Good assertion strategy with visibility checks and count verification', 'Correct URL navigation and verification']","['CSS class selector for todo items is fragile and could break with UI changes', 'No explicit wait for state transition after filter selection', 'Variable names could be more descriptive (todoCheckbox1, todoCheckbox2)', 'Missing verification that the correct todos are displayed (only checking count, not content)']",[]
ToDo,openai,completed_filter_functionality,openai,4.5,5,4.5,4.5,4.5,True,100,5,5,[],[],['role'],4.5,[],['Consider using data-testid selectors for more robustness'],excellent,excellent,"['Proper URL navigation', 'Element visibility checks before interaction', 'Proper async/await usage', 'Appropriate assertions for todo items', 'Correct handling of dynamic content', 'Proper wait strategies for state changes']",[],"['The scenario is fully implemented and in the correct order', 'Excellent use of async/await', ""Good use of Playwright's role selectors""]","['No use of data-testid selectors, which could make the tests more robust']",[]
ToDo,openai,single_item_creation_without_enter,deepseek,3.5,3,4.0,5.0,4.0,False,67,3,2,['Verify item is added to todo list without pressing Enter key'],"[""Uses Enter key press when scenario specifies 'without enter'""]","['role', 'text']",5.0,[],['Consider using data-testid if available for even more robust selectors'],excellent,good,"['Proper async/await usage', 'Element visibility checks before interaction', 'Proper URL navigation', 'Appropriate assertions']",['Missing wait strategies for dynamic content after item addition'],"['Excellent selector strategy using role-based selectors for maximum robustness', 'Clean code structure with proper async/await usage', 'Good element visibility checks before interactions', 'Proper URL navigation and verification']","[""Major scenario misalignment: test presses Enter key when scenario specifies 'without enter'"", 'Missing verification that item was added without Enter key press', ""Test name 'single_item_creation_without_enter' contradicts actual implementation"", 'Incomplete scenario coverage for the specified behavior']","[""Scenario specifies 'without enter' but code uses Enter key press"", 'Test name contradicts implementation behavior', ""Missing verification of the specific 'without enter' functionality""]"
